"P6040";"P6020";"P6175";"P1158S1";"DIA_REFERENCIA_2";"P1161S1A1";"P1161S1A2"
"10209";24;"Masculino";"Privado";"Universitario";"Miércoles";3;0
"10210";16;"Masculino";"Privado";"Secundaria o Media";"Domingo";2;0
"10211";15;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"10212";8;"Masculino";"Público";"Primaria";"Martes";3;0
"10213";15;"Masculino";"Público";"Secundaria o Media";"Martes";1;0
"10214";13;"Masculino";"Público";"Primaria";"Martes";1;30
"10215";16;"Femenino";"Público";"Secundaria o Media";"Martes";3;0
"10216";22;"Masculino";"Privado";"Universitario";"Jueves";3;0
"10217";10;"Femenino";"Privado";"Primaria";"Miércoles";1;0
"10218";6;"Masculino";"Público";"Primaria";"Lunes";2;0
"10219";17;"Femenino";"Privado";"Universitario";"Jueves";2;0
"10220";16;"Masculino";"Privado";"Secundaria o Media";"Jueves";2;30
"10221";7;"Femenino";"Público";"Primaria";"Domingo";1;0
"10222";5;"Femenino";"Público";"Preescolar";"Domingo";1;0
"10223";13;"Masculino";"Público";"Primaria";"Domingo";2;0
"10224";18;"Masculino";"Público";"Secundaria o Media";"Martes";4;0
"10225";9;"Masculino";"Público";"Primaria";"Martes";2;0
"10226";19;"Masculino";"Privado";"Primaria";"Miércoles";2;0
"10227";9;"Masculino";"Privado";"Primaria";"Miércoles";4;0
"10228";8;"Femenino";"Privado";"Primaria";"Martes";3;0
"10229";7;"Femenino";"Público";"Primaria";"Miércoles";0;40
"10230";6;"Femenino";"Público";"Primaria";"Jueves";0;25
"10231";8;"Femenino";"Público";"Primaria";"Viernes";1;0
"10232";5;"Femenino";"Público";"Preescolar";"Viernes";0;30
"10233";11;"Masculino";"Público";"Secundaria o Media";"Sábado";0;30
"10234";12;"Masculino";"Público";"Primaria";"Domingo";1;0
"10235";9;"Masculino";"Público";"Primaria";"Lunes";1;0
"10236";11;"Femenino";"Público";"Secundaria o Media";"Martes";1;0
"10237";10;"Femenino";"Público";"Primaria";"Miércoles";1;30
"10238";7;"Femenino";"Público";"Primaria";"Miércoles";0;30
"10239";9;"Femenino";"Público";"Primaria";"Jueves";0;30
"10240";28;"Femenino";"Público";"Técnico";"Martes";2;0
"10241";8;"Femenino";"Privado";"Primaria";"Martes";4;0
"10242";8;"Femenino";"Público";"Primaria";"Miércoles";0;30
"10243";5;"Femenino";"Público";"Preescolar";"Miércoles";0;30
"10244";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";1;0
"10245";12;"Masculino";"Privado";"Secundaria o Media";"Viernes";1;0
"10246";14;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"10247";10;"Masculino";"Público";"Primaria";"Lunes";0;30
"10248";11;"Masculino";"Público";"Primaria";"Miércoles";1;0
"10249";9;"Femenino";"Público";"Primaria";"Miércoles";1;30
"10250";7;"Femenino";"Público";"Primaria";"Miércoles";1;15
"10251";20;"Femenino";"Público";"Técnico";"Jueves";3;0
"10252";5;"Femenino";"Público";"Preescolar";"Jueves";1;0
"10253";9;"Masculino";"Público";"Primaria";"Lunes";1;0
"10254";20;"Masculino";"Público";"Tecnológico";"Miércoles";2;0
"10255";18;"Femenino";"Público";"Secundaria o Media";"Miércoles";0;30
"10256";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";0;20
"10257";17;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;30
"10258";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"10259";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";1;0
"10260";9;"Femenino";"Público";"Primaria";"Miércoles";0;40
"10261";13;"Masculino";"Público";"Secundaria o Media";"Jueves";3;0
"10262";11;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"10263";5;"Masculino";"Público";"Preescolar";"Jueves";1;0
"10264";11;"Masculino";"Público";"Primaria";"Viernes";1;0
"10265";9;"Femenino";"Público";"Primaria";"Viernes";0;30
"10266";5;"Femenino";"Público";"Preescolar";"Sábado";1;0
"10267";18;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"10268";11;"Masculino";"Público";"Primaria";"Domingo";1;0
"10269";18;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"10270";16;"Femenino";"Público";"Secundaria o Media";"Domingo";3;0
"10271";14;"Femenino";"Público";"Secundaria o Media";"Domingo";3;0
"10272";13;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"10273";11;"Femenino";"Público";"Primaria";"Domingo";3;0
"10274";15;"Femenino";"Público";"Secundaria o Media";"Domingo";1;0
"10275";14;"Femenino";"Público";"Secundaria o Media";"Domingo";1;0
"10276";9;"Femenino";"Público";"Primaria";"Domingo";1;0
"10277";21;"Femenino";"Público";"Universitario";"Lunes";4;0
"10278";11;"Masculino";"Público";"Secundaria o Media";"Lunes";1;0
"10279";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";1;30
"10280";8;"Masculino";"Público";"Primaria";"Miércoles";0;30
"10281";13;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"10282";10;"Femenino";"Público";"Secundaria o Media";"Viernes";0;30
"10283";9;"Femenino";"Público";"Primaria";"Viernes";1;0
"10284";7;"Masculino";"Público";"Primaria";"Viernes";0;30
"10285";21;"Masculino";"Público";"Secundaria o Media";"Sábado";3;0
"10286";7;"Femenino";"Público";"Primaria";"Sábado";0;30
"10287";6;"Femenino";"Público";"Primaria";"Sábado";0;10
"10288";15;"Masculino";"Público";"Secundaria o Media";"Domingo";1;0
"10289";12;"Masculino";"Público";"Secundaria o Media";"Lunes";2;0
"10290";5;"Femenino";"Público";"Preescolar";"Jueves";0;15
"10291";7;"Femenino";"Público";"Primaria";"Jueves";0;30
"10292";12;"Masculino";"Público";"Primaria";"Jueves";2;0
"10293";10;"Masculino";"Público";"Primaria";"Jueves";2;0
"10294";12;"Masculino";"Público";"Secundaria o Media";"Domingo";1;0
"10295";10;"Femenino";"Público";"Primaria";"Domingo";0;30
"10296";7;"Femenino";"Privado";"Primaria";"Lunes";3;0
"10297";8;"Femenino";"Público";"Primaria";"Domingo";3;0
"10298";21;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"10299";15;"Masculino";"Público";"Secundaria o Media";"Lunes";2;0
"10300";12;"Masculino";"Público";"Primaria";"Lunes";2;0
"10301";7;"Femenino";"Público";"Primaria";"Miércoles";2;0
"10302";6;"Femenino";"Público";"Primaria";"Miércoles";1;0
"10303";8;"Femenino";"Público";"Primaria";"Viernes";2;0
"10304";7;"Femenino";"Público";"Primaria";"Viernes";1;0
"10305";8;"Masculino";"Público";"Primaria";"Viernes";2;0
"10306";9;"Femenino";"Público";"Primaria";"Sábado";2;0
"10307";28;"Femenino";"Público";"Técnico";"Lunes";2;0
"10308";12;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"10309";7;"Femenino";"Público";"Primaria";"Lunes";2;0
"10310";8;"Femenino";"Público";"Primaria";"Martes";2;0
"10311";9;"Femenino";"Público";"Primaria";"Martes";2;0
"10312";8;"Masculino";"Público";"Primaria";"Lunes";2;0
"10313";11;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"10314";16;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"10315";7;"Femenino";"Público";"Primaria";"Viernes";1;0
"10316";6;"Masculino";"Público";"Primaria";"Viernes";1;0
"10317";11;"Masculino";"Público";"Secundaria o Media";"Sábado";1;0
"10318";10;"Femenino";"Público";"Primaria";"Sábado";0;30
"10319";8;"Femenino";"Público";"Primaria";"Miércoles";0;30
"10320";6;"Femenino";"Público";"Primaria";"Miércoles";1;0
"10321";9;"Masculino";"Público";"Primaria";"Martes";1;0
"10322";8;"Femenino";"Público";"Primaria";"Martes";0;30
"10323";5;"Femenino";"Público";"Primaria";"Martes";2;0
"10324";9;"Masculino";"Público";"Primaria";"Martes";1;0
"10325";14;"Femenino";"Público";"Secundaria o Media";"Viernes";2;30
"10326";18;"Femenino";"Público";"Secundaria o Media";"Lunes";0;30
"10327";16;"Masculino";"Público";"Secundaria o Media";"Lunes";0;30
"10328";21;"Femenino";"Privado";"Técnico";"Martes";2;0
"10329";5;"Femenino";"Público";"Primaria";"Martes";1;0
"10330";26;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"10331";8;"Masculino";"Público";"Primaria";"Martes";3;0
"10332";51;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"10333";14;"Masculino";"Público";"Secundaria o Media";"Martes";3;0
"10334";13;"Masculino";"Público";"Secundaria o Media";"Martes";3;30
"10335";32;"Femenino";"Privado";"Técnico";"Miércoles";1;0
"10336";12;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
"10337";7;"Masculino";"Público";"Primaria";"Domingo";2;0
"10338";13;"Femenino";"Público";"Secundaria o Media";"Domingo";1;0
"10339";7;"Femenino";"Público";"Primaria";"Domingo";3;0
"10340";10;"Masculino";"Público";"Primaria";"Lunes";2;0
"10341";7;"Masculino";"Público";"Primaria";"Lunes";2;0
"10342";18;"Femenino";"Público";"Secundaria o Media";"Viernes";1;0
"10343";9;"Masculino";"Público";"Primaria";"Viernes";0;30
"10344";14;"Masculino";"Público";"Secundaria o Media";"Lunes";1;0
"10345";11;"Masculino";"Público";"Primaria";"Miércoles";2;0
"10346";6;"Femenino";"Privado";"Primaria";"Lunes";1;0
"10347";13;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"10348";8;"Masculino";"Público";"Primaria";"Viernes";2;0
"10349";11;"Masculino";"Privado";"Primaria";"Sábado";2;0
"10350";7;"Masculino";"Privado";"Primaria";"Sábado";1;30
"10351";11;"Masculino";"Público";"Primaria";"Viernes";0;30
"10352";10;"Femenino";"Público";"Primaria";"Viernes";0;30
"10353";6;"Masculino";"Público";"Primaria";"Sábado";1;20
"10354";15;"Masculino";"Público";"Secundaria o Media";"Viernes";3;0
"10355";19;"Masculino";"Público";"Universitario";"Sábado";2;0
"10356";11;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"10357";18;"Femenino";"Público";"Secundaria o Media";"Sábado";4;0
"10358";30;"Masculino";"Público";"Universitario";"Domingo";2;0
"10359";16;"Femenino";"Público";"Secundaria o Media";"Domingo";4;0
"10360";9;"Femenino";"Público";"Primaria";"Domingo";1;0
"10361";8;"Femenino";"Público";"Primaria";"Domingo";2;0
"10362";14;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"10363";15;"Femenino";"Privado";"Secundaria o Media";"Domingo";1;30
"10364";14;"Masculino";"Público";"Secundaria o Media";"Viernes";1;0
"10365";7;"Masculino";"Público";"Primaria";"Viernes";2;0
"10366";15;"Masculino";"Público";"Secundaria o Media";"Sábado";1;0
"10367";8;"Masculino";"Público";"Primaria";"Sábado";1;0
"10368";8;"Femenino";"Público";"Primaria";"Viernes";1;0
"10369";7;"Masculino";"Público";"Primaria";"Lunes";1;0
"10370";6;"Masculino";"Público";"Primaria";"Lunes";1;0
"10371";13;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"10372";5;"Femenino";"Público";"Primaria";"Jueves";1;0
"10373";17;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"10374";13;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"10375";10;"Masculino";"Público";"Primaria";"Viernes";1;0
"10376";12;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
"10377";10;"Femenino";"Público";"Primaria";"Jueves";1;0
"10378";7;"Femenino";"Público";"Primaria";"Jueves";1;0
"10379";5;"Masculino";"Público";"Preescolar";"Jueves";0;30
"10380";13;"Femenino";"Público";"Secundaria o Media";"Viernes";3;0
"10381";9;"Masculino";"Público";"Primaria";"Sábado";1;0
"10382";16;"Masculino";"Público";"Secundaria o Media";"Sábado";3;0
"10383";12;"Masculino";"Público";"Secundaria o Media";"Sábado";2;0
"10384";8;"Femenino";"Público";"Primaria";"Sábado";2;0
"10385";22;"Masculino";"Público";"Universitario";"Domingo";3;0
"10386";15;"Masculino";"Público";"Secundaria o Media";"Sábado";2;0
"10387";13;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"10388";11;"Femenino";"Público";"Primaria";"Sábado";2;0
"10389";8;"Femenino";"Público";"Primaria";"Sábado";1;0
"10390";5;"Femenino";"Público";"Preescolar";"Sábado";2;0
"10391";14;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"10392";16;"Masculino";"Público";"Secundaria o Media";"Domingo";1;0
"10393";20;"Masculino";"Privado";"Universitario";"Lunes";5;0
"10394";12;"Masculino";"Público";"Secundaria o Media";"Lunes";2;0
"10395";14;"Femenino";"Privado";"Secundaria o Media";"Martes";2;0
"10396";13;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"10397";5;"Masculino";"Público";"Preescolar";"Domingo";1;0
"10398";11;"Femenino";"Público";"Primaria";"Lunes";1;0
"10399";7;"Femenino";"Público";"Primaria";"Miércoles";0;30
"10400";6;"Masculino";"Público";"Primaria";"Miércoles";0;30
"10401";11;"Masculino";"Público";"Primaria";"Miércoles";2;0
"10402";5;"Femenino";"Público";"Primaria";"Jueves";1;0
"10403";6;"Femenino";"Público";"Primaria";"Miércoles";1;0
"10404";16;"Femenino";"Público";"Secundaria o Media";"Jueves";0;30
"10405";14;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"10406";16;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"10407";15;"Masculino";"Público";"Secundaria o Media";"Martes";1;0
"10408";13;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"10409";11;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"10410";15;"Masculino";"Privado";"Secundaria o Media";"Jueves";1;0
"10411";12;"Femenino";"Privado";"Secundaria o Media";"Jueves";1;0
"10412";15;"Masculino";"Privado";"Secundaria o Media";"Jueves";2;0
"10413";9;"Masculino";"Público";"Primaria";"Jueves";3;0
"10414";14;"Masculino";"Público";"Secundaria o Media";"Viernes";1;0
"10415";12;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"10416";11;"Femenino";"Público";"Secundaria o Media";"Domingo";3;0
"10417";11;"Masculino";"Público";"Secundaria o Media";"Domingo";3;0
"10418";7;"Femenino";"Privado";"Primaria";"Martes";1;0
"10419";13;"Masculino";"Privado";"Secundaria o Media";"Miércoles";1;0
"10420";17;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"10421";10;"Masculino";"Público";"Primaria";"Jueves";1;0
"10422";11;"Masculino";"Público";"Primaria";"Lunes";1;0
"10423";14;"Masculino";"Público";"Secundaria o Media";"Jueves";1;30
"10424";12;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"10425";14;"Femenino";"Privado";"Secundaria o Media";"Jueves";1;0
"10426";9;"Masculino";"Privado";"Primaria";"Viernes";1;0
"10427";6;"Femenino";"Privado";"Primaria";"Viernes";2;0
"10428";18;"Femenino";"Privado";"Universitario";"Sábado";3;0
"10429";11;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"10430";9;"Femenino";"Público";"Primaria";"Miércoles";1;0
"10431";9;"Femenino";"Público";"Primaria";"Miércoles";1;0
"10432";18;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"10433";26;"Masculino";"Público";"Universitario";"Jueves";4;0
"10434";20;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"10435";14;"Femenino";"Público";"Secundaria o Media";"Sábado";4;0
"10436";18;"Masculino";"Público";"Universitario";"Viernes";2;0
"10437";16;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"10438";9;"Masculino";"Público";"Primaria";"Sábado";2;0
"10439";16;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"10440";9;"Femenino";"Público";"Primaria";"Domingo";3;0
"10441";6;"Masculino";"Público";"Primaria";"Domingo";2;0
"10442";12;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"10443";8;"Masculino";"Público";"Primaria";"Domingo";1;0
"10444";16;"Femenino";"Público";"Secundaria o Media";"Lunes";5;0
"10445";14;"Masculino";"Privado";"Secundaria o Media";"Domingo";3;0
"10446";8;"Masculino";"Público";"Primaria";"Domingo";2;0
"10447";26;"Femenino";"Privado";"Universitario";"Lunes";4;0
"10448";19;"Femenino";"Público";"Tecnológico";"Lunes";2;0
"10449";6;"Femenino";"Público";"Primaria";"Lunes";1;0
"10450";14;"Masculino";"Público";"Secundaria o Media";"Domingo";0;10
"10451";11;"Femenino";"Público";"Secundaria o Media";"Lunes";1;30
"10452";8;"Masculino";"Público";"Primaria";"Jueves";2;0
"10453";17;"Femenino";"Público";"Secundaria o Media";"Martes";3;0
"10454";20;"Femenino";"Público";"Universitario";"Martes";3;0
"10455";12;"Masculino";"Público";"Secundaria o Media";"Lunes";3;0
"10456";17;"Femenino";"Público";"Secundaria o Media";"Domingo";6;0
"10457";12;"Masculino";"Público";"Secundaria o Media";"Lunes";2;0
"10458";7;"Masculino";"Público";"Primaria";"Lunes";1;0
"10459";13;"Femenino";"Público";"Secundaria o Media";"Lunes";1;30
"10460";10;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
"10461";10;"Femenino";"Público";"Primaria";"Jueves";2;30
"10462";8;"Masculino";"Público";"Primaria";"Jueves";2;30
"10463";7;"Femenino";"Público";"Primaria";"Jueves";2;30
"10464";7;"Masculino";"Público";"Primaria";"Jueves";1;0
"10465";11;"Femenino";"Público";"Secundaria o Media";"Viernes";1;0
"10466";7;"Masculino";"Público";"Primaria";"Lunes";1;0
"10467";10;"Femenino";"Público";"Primaria";"Jueves";1;0
"10468";10;"Masculino";"Público";"Primaria";"Viernes";0;15
"10469";17;"Femenino";"Privado";"Secundaria o Media";"Domingo";1;0
"10470";8;"Masculino";"Público";"Primaria";"Domingo";1;0
"10471";8;"Masculino";"Público";"Primaria";"Miércoles";0;30
"10472";13;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"10473";7;"Femenino";"Público";"Primaria";"Domingo";0;40
"10474";14;"Masculino";"Público";"Secundaria o Media";"Lunes";1;0
"10475";9;"Femenino";"Público";"Primaria";"Martes";0;40
"10476";12;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"10477";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";0;35
"10478";12;"Masculino";"Público";"Secundaria o Media";"Miércoles";0;30
"10479";6;"Masculino";"Público";"Primaria";"Jueves";0;45
"10480";24;"Masculino";"Privado";"Universitario";"Viernes";1;0
"10481";9;"Femenino";"Público";"Primaria";"Martes";0;40
"10482";8;"Femenino";"Público";"Primaria";"Lunes";1;30
"10483";6;"Femenino";"Público";"Primaria";"Lunes";0;45
"10484";9;"Masculino";"Público";"Primaria";"Martes";0;50
"10485";9;"Femenino";"Público";"Primaria";"Domingo";1;0
"10486";8;"Femenino";"Público";"Primaria";"Domingo";2;0
"10487";5;"Masculino";"Público";"Preescolar";"Lunes";0;40
"10488";12;"Masculino";"Público";"Primaria";"Lunes";2;0
"10489";37;"Femenino";"Privado";"Técnico";"Martes";1;0
"10490";8;"Masculino";"Privado";"Primaria";"Miércoles";1;0
"10491";6;"Masculino";"Público";"Primaria";"Miércoles";1;0
"10492";16;"Femenino";"Privado";"Universitario";"Miércoles";1;0
"10493";13;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"10494";8;"Femenino";"Público";"Primaria";"Miércoles";2;0
"10495";17;"Femenino";"Privado";"Universitario";"Jueves";1;0
"10496";26;"Masculino";"Público";"Universitario";"Viernes";1;0
"10497";8;"Femenino";"Público";"Primaria";"Sábado";2;0
"10498";22;"Femenino";"Privado";"Universitario";"Domingo";1;30
"10499";6;"Femenino";"Público";"Preescolar";"Domingo";1;0
"10500";5;"Femenino";"Público";"Preescolar";"Lunes";1;0
"10501";6;"Masculino";"Público";"Primaria";"Martes";1;30
"10502";8;"Masculino";"Público";"Primaria";"Jueves";1;0
"10503";5;"Masculino";"Público";"Primaria";"Jueves";1;0
"10504";10;"Femenino";"Público";"Primaria";"Viernes";1;30
"10505";8;"Femenino";"Público";"Primaria";"Viernes";2;0
"10506";18;"Femenino";"Público";"Técnico";"Domingo";1;0
"10507";19;"Masculino";"Público";"Técnico";"Lunes";1;30
"10508";22;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;15
"10509";6;"Masculino";"Público";"Primaria";"Jueves";1;0
"10510";9;"Femenino";"Público";"Primaria";"Jueves";2;0
"10511";7;"Femenino";"Público";"Primaria";"Domingo";1;0
"10512";8;"Masculino";"Público";"Primaria";"Domingo";1;30
"10513";14;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"10514";14;"Femenino";"Público";"Secundaria o Media";"Lunes";1;0
"10515";12;"Masculino";"Público";"Primaria";"Lunes";1;0
"10516";6;"Masculino";"Público";"Primaria";"Lunes";1;0
"10517";23;"Masculino";"Privado";"Universitario";"Miércoles";1;0
"10518";9;"Femenino";"Público";"Primaria";"Viernes";0;30
"10519";8;"Femenino";"Público";"Primaria";"Viernes";1;0
